row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260224 QC.mzdata.xml Peak area,20260224 SM1.mzdata.xml Peak area,20260224 SM1F20.mzdata.xml Peak area,20260224 SM2 F20.mzdata.xml Peak area,20260224 SM2.mzdata.xml Peak area,20260224 SM3 F20.mzdata.xml Peak area,20260224 SM3.mzdata.xml Peak area,20260224 SP1.mzdata.xml Peak area,20260224 SP2.mzdata.xml Peak area,20260224 SP3.mzdata.xml Peak area,
204,313.17549510859806,3.30575,,,,,,,,,,,0,0,0,1129.8954,1029.9054,1028.2535,559.2369,0,0,0,
205,231.11221991966536,3.3425,,,,,,,,,,,267.1212,0,113.39182,5620.304,1967.2576,4034.2632,1755.9625,0,0,0,
206,280.1539654891186,3.4064999,,,,,,,,,,,0,0,0,526.3759,1977.3483,38.16076,1108.4836,0,0,0,
207,192.1009711663586,3.4193335,,,,,,,,,,,0,0,0,95.68013,1668.3413,0,589.4638,0,0,0,
208,427.22813340148446,3.487,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8381.976,
209,284.1698429189561,3.5014284,,,,,,,,,,,162.21259,337.9295,62.668602,0,1541.6676,0,1225.7343,38.96386,0,415.91635,
210,103.07429055789854,3.5272,,,,,,,,,,,103.58209,284.79977,0,71.74188,1714.2964,0,2702.376,0,0,0,
211,271.19975926612085,3.5507498,,,,20,,,,,,,0,0,0,230.09265,4005.8215,69.55493,2441.4944,0,0,0,
212,179.1165202005546,3.5509999,,,,20,,,,,,,11.594307,1636.445,31.645607,0,2549.2168,0,1403.8445,0,0,0,
213,153.1368725363217,3.5575,,,,,,,,,,,0,0,0,1629.462,0,1056.1204,0,0,0,0,
214,364.19629584652654,3.5668333,,,,21,,,,,,,337.32153,281.81046,0,2996.5806,7917.46,1481.2715,3368.6794,0,0,0,
215,365.19897811464807,3.5862498,,,,21,,,,,,,0,0,0,437.42798,1980.5343,192.28433,805.6067,0,0,0,
216,253.1632891139819,3.5987778,,,,22,15,[M+H]+,,2,217;216,252.15607,29.433622,241.27847,100.873055,9.65704,1878.6622,0,1254.2675,30.797207,26.188057,734.2704,
217,275.14534817983963,3.5996666,,,,22,15,[M+Na]+,,2,217;216,252.15607,227.60522,810.6451,381.20624,14.153113,2246.6821,0,1743.6819,262.68988,18.125002,704.61896,
218,229.09563869993502,3.621,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1130.9531,
219,289.64633063332906,3.621,,,,23,,,,,,,0,0,0,0,0,0,0,0,0,1256.9061,
220,578.2833261095452,3.621,,,,23,,,,,,,0,0,0,0,0,0,0,0,0,13374.112,
221,103.07414312037218,3.6836247,,,,,,,,,,,55.994022,1114.5568,499.79276,962.5329,6854.273,746.90485,2217.7393,0,0,129.4596,
222,256.1668230574008,3.6842499,,,,,,,,,,,0,1126.9331,0,9.4431095,2204.125,0,977.52466,0,0,0,
223,192.10118268491578,3.688,,,,,,,,,,,0,0,0,0,2453.9165,0,2772.2139,0,0,0,
224,666.8293185306784,3.717,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5543.5547,
225,384.2210732182756,3.7568996,,,,,,,,,,,493.25208,682.8797,1682.8801,1891.2081,3763.0442,1060.8009,3172.4487,495.65344,30.225214,1218.3043,
226,527.2788358183418,3.815,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2485.6946,
227,184.09652244325338,3.819,,,,,,,,,,,132.04095,0,0,413.44968,2717.3867,0,1626.066,0,0,0,
228,329.1694276264231,3.832,,,,,,,,,,,0,0,0,0,2558.6172,0,1305.7021,0,0,0,
229,389.1776600443228,3.8643997,,,,,,,,,,,642.0352,982.30206,974.94653,2002.2477,3167.0095,967.40955,3073.6404,489.93402,184.59818,1322.5016,
230,282.1893328941908,3.885833,,,,,,,,,,,59.17546,105.4117,0,0,1705.1396,0,1535.326,346.37476,0,1237.7303,
231,384.2211588048291,3.9023998,,,,,,,,,,,594.7988,908.975,1601.9323,1569.2578,3215.6113,950.7398,2910.388,233.87201,99.87634,1218.3043,
232,303.1345629760378,3.9071665,,,,,,,,,,,313.8329,0,11.161235,3346.012,1500.4525,1938.1328,1042.9064,0,0,0,
233,151.12154789073182,3.9178336,,,,,,,,,,,1033.7565,810.1071,0,859.15784,31058.697,541.86176,19791.19,0,0,0,
234,553.289507793729,3.923,,,,24,,,,,,,0,0,0,0,0,0,0,0,0,12814.97,
235,553.7884411649525,3.923,,,,24,,,,,,,0,0,0,0,0,0,0,0,0,7884.091,
236,415.23188584716587,3.9245,,,,,,,,,,,0,0,0,880.2545,949.2434,55.196354,709.8144,0,0,0,
237,342.2104572056868,3.941429,,,,25,16,[M+NH4]+,,2,237;238,324.17707,329.3355,1117.8328,1603.6586,608.4588,3412.7112,619.535,3158.9004,0,0,0,
238,347.1667241980552,3.941429,,,,25,16,[M+Na]+,,2,237;238,324.17707,400.71967,1016.69006,1575.8896,519.25543,2498.278,405.13507,2726.2273,0,0,0,
239,296.16889922303113,3.978,,,,,,,,,,,0,229.86966,0,0,2061.8577,0,2100.6436,0,0,0,
240,358.2060337286736,3.9991002,,,,26,17,[M+NH4]+,,2,241;240,340.17219,1012.0502,630.6103,1225.4912,886.3922,4394.168,737.6529,3485.6995,752.17065,596.1598,2856.179,
241,363.1613829896357,4.0029,,,,26,17,[M+Na]+,,2,241;240,340.17219,867.72955,714.2441,1353.3083,882.8053,3895.194,466.5984,3053.2573,650.51654,82.57751,1555.8306,
242,367.1955815193448,4.0053,,,,,,,,,,,1182.3835,1250.2404,3010.7498,1960.9332,4216.582,1878.7566,2517.1157,490.8603,215.00568,1270.133,
243,389.1771541193176,4.0053,,,,,,,,,,,3332.1108,4909.177,10454.213,8030.029,14604.462,5026.512,14767.169,2747.0615,1171.657,2859.079,
244,297.17955756575407,4.0284004,,,,,,,,,,,1492.5283,0,0,12570.822,2320.062,9192.475,1913.2504,0,0,0,
245,801.3134159434682,4.031,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2877.2139,
246,223.15248614524575,4.031429,,,,,,,,,,,260.88815,573.46094,0,0,2291.8662,0,2094.7253,251.35788,146.7469,895.8647,
247,384.2213231203306,4.0397005,,,,,,,,,,,2066.8801,2456.8484,5338.313,2907.2559,9572.193,2654.9692,8494.124,1139.9877,82.96853,1021.5556,
248,153.1009594882024,4.075714,,,,,,,,,,,8651.837,51009.9,6060.937,3183.0378,76511.52,2036.7097,55109.2,0,0,0,
249,361.1754833086577,4.081,,,,,,,,,,,438.9022,0,94.766685,5173.8784,2631.44,2585.6965,1553.3329,0,0,0,
250,211.14279709660778,4.089714,,,,,,,,,,,2589.289,887.1879,1999.7688,12201.568,14287.161,10072.967,10582.99,0,0,0,
251,334.17454858332144,4.0913334,,,,,,,,,,,0,0,0,0,0,0,0,650.7693,38.53851,2965.9207,
252,655.3390241019808,4.103,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2814.9758,
253,446.25713890657585,4.1047773,,,,,,,,,,,405.3689,401.18744,976.81934,1155.2878,1625.2173,676.39746,1784.2963,55.5605,0,189.67078,
254,382.6857351382861,4.175,,,,27,,,,,,,0,0,0,0,0,0,0,0,0,5119.7803,
255,576.2987255560869,4.175,,,,27,,,,,,,0,0,0,0,0,0,0,0,0,7250.238,
256,339.2006793510622,4.1996,,,,,,,,,,,144.53535,897.1953,627.79266,0,8426.175,0,8126.025,0,0,0,
257,327.2003085397252,4.2019997,,,,28,18,[M+H]+,,3,257;258;259,326.19296,14624.73,25560.709,36806.8,15847.775,65872.836,8984.154,44671.125,11173.241,7289.331,30192.057,
258,344.22674187314885,4.2019997,,,,28,18,[M+NH4]+,,3,257;258;259,326.19296,50291.43,73336.8,98331.15,55364.793,158921.48,34016.12,118852.78,38853.855,25474.293,72730.96,
259,349.18213964581173,4.2019997,,,,28,18,[M+Na]+,,3,257;258;259,326.19296,29572.44,44573.74,63251.098,31392.408,85073.945,18765.203,66397.58,19873.809,13454.537,31114.965,
260,341.179890677204,4.2632003,,,,,,,,,,,1209.8777,1331.0684,2365.5833,3763.1592,4154.2905,2726.039,3529.4614,456.01892,271.70242,1406.6774,
261,358.2063331476214,4.2704005,,,,,,,,,,,6492.5547,5301.8174,9560.29,16940.256,13456.44,13790.26,12533.771,2753.8975,1211.943,4652.802,
262,363.1614762553365,4.2704005,,,,,,,,,,,6681.167,6210.004,11902.195,18877.941,15202.632,13982.984,14210.675,2998.4092,1434.7347,5005.737,
263,244.15332831391012,4.29,,,,,,,,,,,208.92323,0,0,96.23845,5889.198,0,3587.9727,0,0,0,
264,328.2204898607332,4.3125,,,,,,,,,,,797.15247,0,0,0,0,0,0,4475.8706,1335.6692,15553.035,
265,384.22089655756423,4.3196254,,,,,,,,,,,320.52777,492.7907,1001.4047,264.69104,1870.4457,264.8571,1588.8265,138.08252,0,0,
266,911.3898864565751,4.355,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1856.983,
267,367.19582936609004,4.355333,,,,,,,,,,,83.12289,372.0733,719.7928,0,0,180.99828,0,66.37336,0,142.37524,
268,695.3396401637879,4.391,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2702.026,
269,522.2460275134281,4.403,,,,,,,,,,,0,0,0,0,0,0,0,756.09235,0,3170.4548,
270,312.7077540931887,4.4135,,,,,,,,,,,112.17279,748.0495,0,0,7338.337,0,6636.579,0,0,0,
271,624.405121462033,4.4135,,,,,,,,,,,85.18881,226.32382,0,0,7776.607,0,6996.0737,0,0,0,
272,404.24749329756946,4.4196,,,,29,21,[M+NH4]+,,2,272;273,386.2134,3538.922,3388.114,3519.6526,1472.6979,8885.299,1541.6047,9526.702,8001.654,3497.344,12629.672,
273,409.2028500136072,4.4213,,,,29,21,[M+Na]+,,3,272;274;273,386.2134,1276.4276,1545.6674,1659.3628,613.05725,3805.518,500.83875,3821.4375,4435.6113,1812.5537,11017.835,
274,386.236166281446,4.423625,,,,29,21,[M-H2O+NH4]+,,2,274;273,386.2134,184.16956,233.98528,247.6429,0,697.0213,0,819.3479,954.01385,439.4512,2840.0051,
275,655.3392018427836,4.427,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3375.0078,
276,386.2173656063019,4.483667,,,,,,,,,,,262.75513,0,293.6975,1867.3125,1578.4224,982.3622,1764.8623,0,0,0,
277,333.151141073062,4.4867144,,,,,,,,,,,1174.1194,74.21208,0,0,0,90.56828,96.9608,4124.535,1811.905,5401.734,
278,461.7707226616563,4.51225,,,,,,,,,,,1473.9192,7839.254,0,0,29834.922,0,35577.137,0,0,0,
279,922.5333558661686,4.51225,,,,,,,,,,,168.932,1043.1538,0,0,10270.228,0,11656.831,0,0,0,
280,289.15367112206326,4.514666,,,,,,,,,,,745.85175,0,478.12695,5638.1704,1065.2802,4030.5251,685.04694,0,0,0,
281,311.1684293085931,4.529,,,,,,,,,,,173.84247,0,0,0,0,0,0,967.8469,320.24823,2282.4834,
282,405.7032856201827,4.555,,,,,,,,,,,231.1739,419.05273,1327.6514,1835.8215,2538.1147,1147.3914,2611.2805,0,0,0,
283,334.1564658168483,4.5624,,,,,,,,,,,134.28954,0,0,0,178.53879,0,0,485.24142,262.81265,765.7389,
284,186.11152894871006,4.563857,,,,,,,,,,,9221.553,15272.826,29530.105,41582.453,98840.75,15793.175,45888.652,0,0,0,
285,810.3965546277705,4.574875,,,,,,,,,,,280.15137,263.58298,1100.623,1748.7428,3071.2036,949.0261,2921.1414,0,0,673.2726,
286,718.3600216781991,4.628,,,,,,,,,,,1232.5411,755.1054,3252.3752,8662.454,8005.893,5014.337,6677.9756,0,0,0,
287,360.1908709618984,4.637,,,,,,,,,,,223.86304,0,0,0,142.30202,81.52594,207.79861,1217.4557,97.09366,8844.652,
288,741.8454916206199,4.6388755,,,,,,,,,,,119.1608,368.07144,700.0971,1070.7358,1502.7341,523.6893,1631.605,0,0,94.644516,
289,713.3354554329862,4.653714,,,,,,,,,,,90.4677,251.12585,543.5132,991.58685,1466.2874,261.7306,1202.0469,0,0,0,
290,314.2158261347181,4.661,,,,,,,,,,,420.8976,1687.0725,0,0,4874.29,0,1602.6985,344.06177,297.32404,736.22974,
291,428.2476755429722,4.6741,,,,,,,,,,,5119.7944,7389.536,8897.238,1080.4601,28370.264,2200.5132,27613.893,5528.2427,1903.1265,2909.1055,
292,575.2795392288078,4.679,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6785.697,
293,411.2208581003903,4.6849003,,,,30,22,[M+H]+,,2,294;293,410.2139,1157.969,1816.3447,2203.4148,194.24278,5658.1196,482.80212,5298.0234,1065.4143,425.29733,2439.1416,
294,433.2034354366689,4.6849003,,,,30,22,[M+Na]+,,2,294;293,410.2139,6348.475,11845.185,13769.573,2533.425,34193.527,2047.1345,31564.447,8565.658,3784.462,11408.681,
295,386.2366930198055,4.7048335,,,,,,,,,,,218.2204,3130.4226,985.5031,0,9164.297,0,9626.102,0,0,215.82199,
296,267.16943904929815,4.74725,,,,,,,,,,,346.4224,0,529.76904,3625.52,0,2207.2957,0,0,0,0,
297,371.2265146490415,4.778625,,,,,,,,,,,6936.8457,19600.889,6430.711,0,59558.805,0,30741.678,6685.634,5549.112,17359.553,
298,388.2530507628285,4.778625,,,,31,23,[M+NH4]+,,2,298;300,370.2193,48580.266,95437.01,45533.72,0,178086.95,0,124302.97,47237.176,37099.625,77158.17,
299,409.182586194629,4.778625,,,,,,,,,,,1382.5936,3107.9736,1026.0881,0,6274.8584,0,4502.2017,1502.8049,1106.6427,2118.82,
300,393.2085871003652,4.780889,,,,31,23,[M+Na]+,,2,298;300,370.2193,18879.285,44580.164,18908.682,0,77348.1,1496.1079,53152.27,17058.412,14805.678,30800.479,
301,402.23212631666274,4.8181,,,,,,,,,,,6118.396,4014.6514,14840.875,21250.508,8847.846,17141.562,4112.9287,2953.7305,1147.0631,4517.632,
302,347.1592262657861,4.8261666,,,,,,,,,,,297.21094,0,131.62054,2650.0203,1430.3315,2087.2568,1214.9434,0,0,0,
303,404.2378265881074,4.83025,,,,,,,,,,,148.69496,0,528.30255,744.5978,242.64346,610.56335,379.44052,117.1607,0,117.84977,
304,407.1877398905316,4.8324995,,,,,,,,,,,4199.7515,4162.7583,12326.544,15388.73,8270.248,10970.556,8439.759,3178.109,1118.6346,5289.5225,
305,453.2294090220009,4.8577,,,,,,,,,,,1049.8507,1451.7769,581.0547,318.65833,3848.8354,271.92078,3956.7903,3390.6228,1206.5256,9282.923,
306,448.27355062670904,4.8613,,,,,,,,,,,2837.4595,2984.5544,1506.6915,638.1027,6453.5234,681.24,7625.6006,7130.9224,2752.966,9958.729,
307,245.1276175278622,4.8801665,,,,,,,,,,,2859.544,0,996.6698,20816.941,2715.8071,16042.238,2109.8677,0,0,0,
308,428.2472891625542,4.8866253,,,,,,,,,,,1220.2747,1768.7589,625.0166,0,3805.3398,0,4304.6646,688.7008,259.42038,163.46753,
309,411.22042292878825,4.8867145,,,,,,,,,,,204.85602,509.13525,102.43358,0,1425.7823,0,1754.6404,237.55971,0,463.65982,
310,504.2621708456587,4.895,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5208.882,
311,372.22331162269927,4.9155,,,,,,,,,,,1331.877,245.65666,203.32208,734.78705,1269.7451,441.47437,738.07965,94.384,2534.1191,9744.989,
312,409.69966053547853,4.9197145,,,,,,,,,,,202.4049,196.82245,449.15326,1279.4968,1336.5264,801.5309,1306.9829,0,0,0,
313,818.3908946305644,4.9301248,,,,,,,,,,,289.6159,391.6518,1015.24603,2453.673,3054.3352,1437.7563,3190.1733,0,0,92.979095,
314,277.16899136461336,4.9509997,,,,,,,,,,,306.85883,0,0,0,0,0,0,1786.1235,38.16787,5345.1304,
315,430.2621746068478,4.972,,,,,,,,,,,551.55383,739.99915,94.06914,0,1591.508,0,5442.3906,908.07544,354.9128,2086.0823,
316,360.19328407890254,4.9723997,,,,,,,,,,,253.76244,0,0,0,93.212616,0,0,2146.959,1440.3708,7411.1113,
317,476.26610454382666,4.9796247,,,,,,,,,,,107.28363,91.16582,324.1812,1148.7152,667.3171,265.70752,414.4412,0,0,260.6735,
318,314.1708956159223,4.981667,,,,,,,,,,,0,156.51234,0,0,2582.8914,0,1867.7689,0,0,0,
319,581.8127061331925,5.003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5937.8364,
320,225.15877494756532,5.0238004,,,,,,,,,,,154.67093,0,0,1281.295,2246.331,1187.1759,1658.1892,0,0,0,
321,472.27386670042534,5.041,,,,,,,,,,,12528.9,22473.102,2036.9635,0,54415.973,201.85428,52533.004,13303.473,6108.589,14793.856,
322,322.21085053065116,5.0454,,,,,,,,,,,479.92166,0,0,5034.3887,2023.7175,2955.992,987.7286,0,0,0,
323,477.22998682174347,5.04875,,,,,,,,,,,10909.883,25505.904,1109.9899,0,54268.71,0,54584.21,15811.379,7557.92,27043.314,
324,455.24732503573296,5.0520005,,,,,,,,,,,1054.0245,2237.5024,0,0,9604.934,0,8338.832,1310.603,667.39453,4337.878,
325,375.1912096947452,5.0526,,,,,,,,,,,238.4537,0,0,4262.6973,181.89499,933.4191,221.3303,0,0,0,
326,377.1768672778763,5.081,,,,,,,,,,,691.76587,291.55255,154.52347,0,462.4367,186.58511,310.15778,2445.0354,1239.2936,3396.9534,
327,491.2098942236948,5.0904446,,,,,,,,,,,499.74274,132.22961,2073.1194,2851.568,334.5197,1666.1454,537.503,134.37766,0,236.28549,
328,430.26280828001836,5.09875,,,,,,,,,,,551.55383,802.80786,0,0,3734.272,0,5157.5815,0,0,0,
329,311.19567367670595,5.1029997,,,,,,,,,,,546.2097,0,0,6382.712,257.20822,4575.554,234.04694,0,0,0,
330,560.270326387341,5.1229997,,,,,,,,,,,381.92258,0,0,0,0,0,0,2860.2175,111.66471,9865.755,
331,415.2526767068643,5.124,,,,,,,,,,,5131.536,22867.254,0,0,55865.125,0,24052.28,5825.743,4663.4497,18078.17,
332,432.2793527035761,5.124,,,,,,,,,,,53904.973,112652.58,0,0,204775.28,0,124211.21,54571.44,47353.203,90923.57,
333,437.23480927548025,5.124,,,,,,,,,,,16837.25,50415.91,0,0,80711.82,0,47453.06,17409.516,15457.559,35656.164,
334,438.23819139323047,5.124,,,,,,,,,,,3501.1526,9967.511,0,0,15580.939,0,9322.6,3400.4167,3304.1934,7533.4,
335,453.2093665138096,5.124,,,,,,,,,,,1668.8661,4598.6226,0,0,8969.357,0,5241.6973,1779.7299,1535.6196,2954.1584,
336,372.2214293582475,5.132125,,,,,,,,,,,1637.0935,805.5326,0,117.84461,2459.9917,0,1558.2009,5713.379,2997.977,10034.966,
337,429.2321333578783,5.1782,,,,,,,,,,,401.45703,361.27393,1233.472,1394.5149,1793.1659,954.64624,1338.2518,178.77048,130.8541,695.2659,
338,492.29922755049637,5.1782,,,,,,,,,,,1663.961,1073.7815,743.4712,240.89197,2092.794,508.32355,2899.476,4586.0347,1760.783,6951.8604,
339,446.2585294801265,5.1854,,,,,,,,,,,4917.452,2042.4626,17200.191,20818.717,7079.7476,15067.189,6828.443,2637.7058,1333.4929,3546.163,
340,451.2141587048071,5.1854,,,,,,,,,,,3794.8516,3557.325,13362.908,13435.718,5929.24,10342.675,7011.621,2565.615,1226.3497,5312.5083,
341,472.2732546120806,5.226857,,,,,,,,,,,2484.1155,4262.5063,0,0,7682.285,0,9732.665,3313.6313,1190.1863,2531.1704,
342,455.2472871700525,5.232,,,,,,,,,,,195.32993,529.2396,0,0,1821.95,0,1961.874,376.40927,120.66875,998.4413,
343,259.14336138017205,5.2435718,,,,,,,,,,,541.215,265.27512,201.13425,3580.7307,5950.513,2747.8499,3629.092,0,0,0,
344,828.3862648334377,5.2487144,,,,,,,,,,,94.57176,248.13484,643.30444,1152.3455,1689.4725,555.59106,1762.959,0,0,0,
345,868.4036255775729,5.255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4431.747,
346,260.0887515474439,5.274833,,,,,,,,,,,139.20767,119.549164,1604.0977,1472.0743,453.09082,166.97897,0,0,0,0,
347,192.10085927036585,5.2795715,,,,,,,,,,,237.31854,601.4971,1233.421,1692.3306,1786.4958,775.6367,1157.8035,0,0,0,
348,238.1064254117712,5.2795715,,,,,,,,,,,2675.1746,4515.3696,9999.888,12455.848,14091.589,5415.213,8668.086,0,0,0,
349,499.27320131468366,5.3282857,,,,,,,,,,,1331.8708,3577.3896,0,0,13580.012,0,12098.208,2731.0122,1030.002,8192.646,
350,521.2558257796038,5.3334284,,,,32,24,[M+Na]+,,2,351;350,498.26635,15977.525,32599.785,0,0,63258.215,0,60234.25,25229.78,11590.935,47851.867,
351,516.2999148182095,5.34,,,,32,24,[M+NH4]+,,2,350;351,498.26635,4406.2485,30812.09,68.57858,0,64704.156,0,64763.812,29132.643,13049.572,38920.4,
352,530.2783421284096,5.3432503,,,,,,,,,,,0,0,1721.7991,2630.1926,0,1732.8387,0,0,0,209.45277,
353,535.2350801999822,5.344714,,,,,,,,,,,168.39252,112.450424,2746.4468,4006.5872,171.26373,2185.4902,213.13638,0,0,0,
354,856.4392553622378,5.363,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14160.304,
355,459.2791432660141,5.3900003,,,,,,,,,,,6914.7485,29199.977,0,0,85773.664,0,31029.242,4857.422,6511.16,15480.043,
356,476.3055377482727,5.3900003,,,,,,,,,,,74063.78,123976.586,0,0,211903.3,0,134984.05,59978.85,63144.125,101451.81,
357,481.2609440460805,5.3900003,,,,,,,,,,,24543.428,51401.21,0,0,94149.36,0,55696.285,19284.865,23158.44,45149.984,
358,200.12714823902192,5.416714,,,,,,,,,,,2097.718,3012.0864,7382.8555,9545.347,22124.799,2604.7874,8547.5205,0,0,0,
359,407.2226015766287,5.419667,,,,,,,,,,,0,830.6093,0,0,1895.5161,0,0,0,0,1131.7705,
360,416.24720210684245,5.4328,,,,,,,,,,,1730.0553,896.8071,335.11975,398.1131,2025.9548,362.2903,1178.17,6659.0884,2401.8972,10342.267,
361,225.15676402753107,5.4466667,,,,,,,,,,,0,0,0,841.3203,120.357925,367.2788,0,0,0,0,
362,490.28467467486973,5.4532,,,,,,,,,,,4732.0264,1269.78,14165.03,20450.234,3761.8237,9896.028,5386.7935,2365.802,1328.831,4370.666,
363,495.240206219995,5.4532,,,,,,,,,,,3063.8472,1556.7517,10292.124,13300.121,3672.9092,5994.197,4945.5815,2178.1526,1077.1104,5182.7485,
364,301.15421108994303,5.4552503,,,,,,,,,,,873.04553,0,1568.6603,7112.88,0,4418.326,0,0,0,0,
365,438.26686906815587,5.49475,,,,,,,,,,,180.36119,399.14664,0,0,4735.3057,0,5374.2793,0,0,0,
366,218.13722303102367,5.4955,,,,,,,,,,,411.10486,522.8621,1288.1608,2069.061,2237.0085,1261.3508,1947.0808,0,0,334.652,
367,560.3260337373155,5.5545,,,,33,25,[M+NH4]+,,2,367;370,542.29248,27493.465,36015.754,91.53528,0,57775.344,0,63423.297,38561.562,18792.035,55778.14,
368,543.2998286752514,5.5545707,,,,,,,,,,,1960.5154,5018.0703,0,0,24364.285,0,21604.809,3673.952,1698.4265,14509.425,
369,311.19508448116926,5.556166,,,,,,,,,,,1087.7494,0,108.0495,13377.125,1816.6107,8377.35,1290.3221,0,0,0,
370,565.2819745151118,5.559714,,,,33,25,[M+Na]+,,2,367;370,542.29248,22033.809,38596.53,0,0,51512.836,0,55312.277,31844.705,17282.094,55632.164,
371,579.2606072474127,5.5885997,,,,,,,,,,,127.77817,0,3006.0933,4089.9438,0,2865.6611,0,95.46863,0,0,
372,574.3047874621699,5.5926003,,,,,,,,,,,0,0,1981.9071,3255.0115,0,2132.9592,0,91.98201,0,187.09329,
373,446.29334982025495,5.6026,,,,,,,,,,,0,472.1754,0,0,1090.1902,0,861.76825,113.519806,0,675.0083,
374,503.3050404780023,5.6212854,,,,,,,,,,,6686.372,41016.117,0,0,92272.76,0,30920.252,7103.946,6521.4688,22093.436,
375,520.3316934797924,5.6212854,,,,,,,,,,,79642.17,127273.5,0,0,222159.84,0,141852.39,60873.0,65923.34,109868.195,
376,525.2869773812757,5.6212854,,,,,,,,,,,31148.746,63501.21,0,0,109213.17,0,66219.08,23224.898,27004.332,50263.3,
377,534.31123213314,5.6762996,,,,,,,,,,,3162.902,1436.6814,10421.767,14830.107,3353.9104,8407.967,2995.881,1626.0848,806.1886,3269.0137,
378,553.3333722874454,5.687,,,,,,,,,,,0,0,0,0,0,0,0,0,0,31562.348,
379,336.19098494035194,5.713,,,,,,,,,,,0,1437.1061,0,0,3894.1855,0,6716.171,0,0,0,
380,460.27334092435206,5.734375,,,,,,,,,,,1294.0973,208.79865,0,0,843.6731,293.77713,567.125,4889.252,2596.5457,8916.665,
381,587.3258272926583,5.749714,,,,,,,,,,,2650.589,8814.048,0,0,32728.643,0,28987.45,4677.8403,2197.162,15960.114,
382,604.3528346050725,5.749714,,,,34,26,[M+NH4]+,,2,382;383,586.31904,37927.582,30368.336,0,0,60369.965,0,70254.625,41902.69,25665.633,65215.965,
383,609.3082832370845,5.754857,,,,34,26,[M+Na]+,,2,382;383,586.31904,27762.25,29309.627,0,0,54557.22,0,63205.363,31289.094,21605.527,52411.3,
384,525.2659998087639,5.7683334,,,,,,,,,,,0,0,407.59738,640.58215,0,445.7903,0,0,0,0,
385,200.1271066627296,5.786715,,,,,,,,,,,9739.562,10168.053,25861.094,45332.266,108711.03,17693.238,61152.855,0,0,0,
386,618.3316351648498,5.788,,,,,,,,,,,0,0,2596.964,4128.416,0,2536.6475,102.457535,0,0,0,
387,623.2887298521339,5.7894,,,,,,,,,,,112.383736,0,3058.3193,4231.4062,0,2817.8333,0,0,0,139.66959,
388,547.3313077640661,5.8114285,,,,,,,,,,,10142.204,34484.715,0,0,107939.48,0,43376.562,8107.412,9914.587,29077.928,
389,564.3578798567986,5.8114285,,,,,,,,,,,76420.45,133797.34,0,0,211739.31,0,134877.89,79514.48,66973.94,138285.17,
390,569.3132609036581,5.8114285,,,,,,,,,,,34537.55,73311.52,0,0,109592.09,0,70312.84,33513.152,29801.451,61936.406,
391,409.17479265872686,5.813833,,,,,,,,,,,1104.6808,0,325.72687,20251.773,848.28534,7597.0713,652.6883,0,0,0,
392,336.22543421520555,5.8795,,,,,,,,,,,0,0,0,1140.079,892.5276,1266.0295,238.19226,0,0,0,
393,578.3375314463692,5.8849,,,,,,,,,,,1533.235,634.6593,6929.3286,11566.941,2001.9019,4574.0146,1701.2455,1254.3995,577.54755,3112.3162,
394,583.2916000206222,5.8849,,,,,,,,,,,1616.633,756.75604,5893.052,7739.6655,1317.1101,3528.3281,1398.6624,999.79944,403.74988,2647.858,
395,253.18948005346147,5.9230003,,,,,,,,,,,2153.2053,0,142.73277,26062.254,0,23306.225,0,0,0,0,
396,631.3520807339654,5.929714,,,,,,,,,,,3006.9346,9998.341,0,0,42571.42,0,36585.8,5468.5923,2503.9,18583.07,
397,648.3788240066896,5.929714,,,,35,27,[M+NH4]+,,2,397;398,630.34502,39379.07,30230.213,0,0,55078.832,0,67836.81,46952.234,29951.951,78554.59,
398,653.3342611060544,5.929714,,,,35,27,[M+Na]+,,2,397;398,630.34502,31171.799,27697.33,0,0,46776.062,0,59567.33,32706.617,23365.275,53160.207,
399,591.357210895278,5.9914284,,,,,,,,,,,8377.013,31983.1,0,0,94817.914,0,42490.29,8759.555,9149.543,31529.82,
400,608.3838524718558,5.9914284,,,,,,,,,,,72696.17,125821.4,0,0,196402.7,0,129245.72,80817.18,66572.7,141285.27,
401,613.3392018575375,5.9914284,,,,,,,,,,,35929.227,75528.11,0,0,110409.11,0,73782.97,35990.043,33278.008,63636.082,
402,667.3146318425122,6.00175,,,,,,,,,,,96.73613,0,2906.7678,4373.2417,0,2692.6802,0,0,0,0,
